name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
lima,2021-05-16,19.4,14.1,17.1,19.4,14.1,17.1,14.8,86.3,0,0,0,,0,0,,13.1,226,1014.2,80.9,6.5,68.8,5.8,2,,2021-05-16T06:17:58,2021-05-16T17:50:58,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-05-17,19.1,15.8,17.1,19.1,15.8,17.1,15,87.6,0,0,0,,0,0,,16.3,195.7,1014.4,93.3,6.5,55.5,4.8,2,,2021-05-17T06:18:13,2021-05-17T17:50:47,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-18,20.1,15.9,17.3,20.1,15.9,17.3,14.9,85.2,0,0,0,,0,0,,16.6,186.9,1015.5,89.1,8,64.3,5.6,3,,2021-05-18T06:18:28,2021-05-18T17:50:37,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-05-19,18.6,16,17,18.6,16,17,15.1,88.4,0,0,0,,0,0,,18.4,169.5,1012.6,97.9,6.5,109.1,9.3,5,,2021-05-19T06:18:43,2021-05-19T17:50:28,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-20,19.1,15.6,17.3,19.1,15.6,17.3,15.1,86.8,0,0,0,,0,0,,18.6,319.3,1013.6,100,6.2,67.8,5.9,3,,2021-05-20T06:18:58,2021-05-20T17:50:20,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-21,21,16.8,18.6,21,16.8,18.6,14.7,78.4,0,0,0,,0,0,,16.4,193.7,1013.4,95.8,8.7,140.1,12.2,6,,2021-05-21T06:19:14,2021-05-21T17:50:13,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-22,19.1,16.9,18,19.1,16.9,18,14.9,82.1,0,0,0,,0,0,,22.3,313.1,1013.3,100,9.5,52.9,4.5,2,,2021-05-22T06:19:30,2021-05-22T17:50:06,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-23,21.2,17,18.6,21.2,17,18.6,14.5,76.7,0,0,0,,0,0,,20.2,169.1,1013.8,75,10,146.8,12.6,7,,2021-05-23T06:19:46,2021-05-23T17:50:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-05-24,22.6,16.8,18.5,22.6,16.8,18.5,15.3,81.7,0,0,0,,0,0,,20.3,181.9,1012.7,64.6,10,166.7,14.4,6,,2021-05-24T06:20:02,2021-05-24T17:49:56,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-05-25,21,16.9,18.3,21,16.9,18.3,15.6,83.9,0,0,0,,0,0,,18.5,247.7,1013.8,85.8,6.6,143.9,12.4,7,,2021-05-25T06:20:18,2021-05-25T17:49:52,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-05-26,21,16.9,18.2,21,16.9,18.2,16.1,87.3,0,0,0,,0,0,,14.9,227.5,1014.5,97.5,4,119.7,10.4,6,,2021-05-26T06:20:35,2021-05-26T17:49:48,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-27,19.1,16.8,17.7,19.1,16.8,17.7,16.2,90.8,0,0,0,,0,0,,20.1,185.2,1015.3,99.6,4.9,38,3.3,1,,2021-05-27T06:20:52,2021-05-27T17:49:46,0.51,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-28,19.1,16.9,17.8,19.1,16.9,17.8,15.8,87.5,0,0,0,,0,0,,18,176.1,1015.2,100,7,36.3,3.2,1,,2021-05-28T06:21:09,2021-05-28T17:49:44,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-29,19.1,16.9,18,19.1,16.9,18,15.4,84.4,0,0,0,,0,0,,11.1,195.1,1014.8,100,9,55,4.8,2,,2021-05-29T06:21:25,2021-05-29T17:49:44,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-30,20.1,16.9,18.4,20.1,16.9,18.4,15.2,81.7,0,0,0,,0,0,,16.3,178.4,1015.4,99.6,8.7,48,4.2,2,,2021-05-30T06:21:43,2021-05-30T17:49:44,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-05-31,19.1,17.5,18.1,19.1,17.5,18.1,15.1,82.4,0,0,0,,0,0,,14.5,200.9,1015.1,99.6,9.6,40.4,3.4,2,,2021-05-31T06:22:00,2021-05-31T17:49:44,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-01,19.1,14.2,17.5,19.1,14.2,17.5,15,85.2,0,0,0,,0,0,,18.4,166.8,1015.2,99.4,8,40.4,3.4,2,,2021-06-01T06:22:17,2021-06-01T17:49:46,0.71,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,SPIM,84600099999,F8371"
lima,2021-06-02,19.1,17.1,17.9,19.1,17.1,17.9,14.3,79.4,0,0,0,,0,0,,15,226.3,1012.7,97.5,9.8,39.2,3.4,1,,2021-06-02T06:22:34,2021-06-02T17:49:48,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-03,19.1,17,18.2,19.1,17,18.2,14.1,77.1,0,0,0,,0,0,,14.9,239.8,1013.2,99.6,9.8,54.2,4.4,3,,2021-06-03T06:22:51,2021-06-03T17:49:51,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-04,21.7,17.7,19,21.7,17.7,19,14.3,74.4,0,0,0,,0,0,,20.5,169.8,1013.4,75.4,7.9,143.4,12.5,6,,2021-06-04T06:23:08,2021-06-04T17:49:55,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-06-05,20.1,16.9,18.2,20.1,16.9,18.2,14,76.3,0,0,0,,0,0,,18.6,172,1014,100,8.4,74.1,6.4,4,,2021-06-05T06:23:25,2021-06-05T17:49:59,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-06,19.1,16.9,18.1,19.1,16.9,18.1,14.2,77.9,0,0,0,,0,0,,14.8,181.5,1014.1,100,8.9,49.9,4.2,2,,2021-06-06T06:23:42,2021-06-06T17:50:04,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-07,20.1,17.1,18.6,20.1,17.1,18.6,14.5,77.2,0,0,0,,0,0,,20.2,170,1014.7,97.9,8.8,58.1,5.1,2,,2021-06-07T06:23:59,2021-06-07T17:50:10,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-08,20.1,17.7,18.4,20.1,17.7,18.4,15.2,81.4,0,0,0,,0,0,,22,180.7,1015.6,89.1,7.5,62.8,5.3,3,,2021-06-08T06:24:16,2021-06-08T17:50:16,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-06-09,20.1,17.9,18.8,20.1,17.9,18.8,15.5,80.9,0,0,0,,0,0,,18,178.2,1017.6,100,7.7,68.1,5.9,3,,2021-06-09T06:24:33,2021-06-09T17:50:23,1,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-10,19.1,16.9,17.9,19.1,16.9,17.9,15.8,87,0,0,0,,0,0,,16.3,192.7,1016.8,99.6,8.8,31.2,2.8,1,,2021-06-10T06:24:49,2021-06-10T17:50:31,0,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-11,19.1,17,17.9,19.1,17,17.9,15.2,83.6,0,0,0,,0,0,,16.6,172,1014.4,98.8,9.5,29.8,2.6,1,,2021-06-11T06:25:06,2021-06-11T17:50:39,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-12,20.1,17,18.3,20.1,17,18.3,15.1,81.4,0,0,0,,0,0,,14.8,160,1014.4,100,9.7,50.8,4.4,3,,2021-06-12T06:25:22,2021-06-12T17:50:48,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-13,20.2,17.7,18.7,20.2,17.7,18.7,14.4,76.2,0,0,0,,0,0,,16.6,195.6,1015.3,86.2,9.8,63.4,5.5,3,,2021-06-13T06:25:38,2021-06-13T17:50:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2021-06-14,21.1,16.1,18.7,21.1,16.1,18.7,15.1,79.7,0,0,0,,0,0,,14.8,183.1,1015.3,61.3,7.5,132.9,11.5,7,,2021-06-14T06:25:53,2021-06-14T17:51:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,F8371"
lima,2021-06-15,21.4,18.1,19.5,21.4,18.1,19.5,15.8,79.5,0,0,0,,0,0,,20.5,169.9,1017.2,89.2,7.4,63.7,5.5,3,,2021-06-15T06:26:09,2021-06-15T17:51:18,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,F8371"
lima,2021-06-16,22.1,16.9,19.2,22.1,16.9,19.2,15.6,80,0,0,0,,0,0,,25.9,160.6,1014.5,68.2,9.5,195.7,17.2,7,,2021-06-16T06:26:24,2021-06-16T17:51:29,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,F8371"
lima,2021-06-17,19.1,17.9,18.3,19.1,17.9,18.3,15.6,84.1,0,0,0,,0,0,,20.5,165.7,1013.3,100,8,55.8,4.7,2,,2021-06-17T06:26:38,2021-06-17T17:51:40,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,F8371"
lima,2021-06-18,19.1,17.7,18.4,19.1,17.7,18.4,15.1,80.9,0,0,0,,0,0,,18.4,172.8,1014.7,99.2,9,48.8,4.2,2,,2021-06-18T06:26:53,2021-06-18T17:51:52,0.27,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,F8371"
lima,2021-06-19,20.1,17.9,18.6,20.1,17.9,18.6,14.9,79.3,0,0,0,,0,0,,16.6,210.3,1016.2,100,10,54.1,4.6,2,,2021-06-19T06:27:07,2021-06-19T17:52:05,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,F8371"
lima,2021-06-20,20.1,17.1,18.2,20.1,17.1,18.2,15.2,83.1,0,0,0,,0,0,,23.9,161.5,1016.9,100,9.2,47.6,4.1,2,,2021-06-20T06:27:20,2021-06-20T17:52:18,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-21,19.2,16.1,17.6,19.2,16.1,17.6,14.9,84.5,0,0,0,,0,0,,23.7,163.1,1015.8,99.6,9.3,45.4,3.8,2,,2021-06-21T06:27:33,2021-06-21T17:52:31,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-22,19.4,16.9,17.9,19.4,16.9,17.9,14.7,81.5,0,0,0,,0,0,,18.1,165,1017.1,99.2,10,38.1,3.3,1,,2021-06-22T06:27:46,2021-06-22T17:52:44,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-23,19.1,17.7,18.3,19.1,17.7,18.3,14.3,77.5,0,0,0,,0,0,,24.2,155.6,1017.1,100,10,46.4,4,2,,2021-06-23T06:27:58,2021-06-23T17:52:58,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-06-24,19.5,16.9,17.9,19.5,16.9,17.9,14.2,79.1,0,0,0,,0,0,,16.6,168.4,1016.7,100,9.8,51.9,4.5,2,,2021-06-24T06:28:10,2021-06-24T17:53:12,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
