name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
lima,2021-12-28,24,19.5,21.3,24,19.5,21.3,17.9,81,0,0,0,,0,0,,21.9,168.9,1013.4,92.9,10,123.8,10.6,4,,2021-12-28T05:45:05,2021-12-28T18:34:39,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"84628099999,84600099999,F8371"
lima,2021-12-29,24.2,19.9,21.9,24.2,19.9,21.9,18.2,79.5,1.8,100,4.17,rain,0,0,,20.2,170.2,1014.1,89.9,10,144.9,12.6,6,,2021-12-29T05:45:38,2021-12-29T18:35:04,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2021-12-30,23.9,19.7,21.6,23.9,19.7,21.6,18.2,81.2,1.2,100,12.5,rain,0,0,,29,169.3,1013,51.2,9.9,238.9,20.7,9,,2021-12-30T05:46:11,2021-12-30T18:35:29,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2021-12-31,24.1,18.9,21.4,24.1,18.9,21.4,17.9,80.7,0,0,0,,0,0,,29,174.4,1010.5,61,10,276.6,23.9,9,,2021-12-31T05:46:44,2021-12-31T18:35:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-01,24,19,21.1,24,19,21.1,17.2,78.3,0,0,0,,0,0,,20.1,185.3,1011.7,65.4,9.8,228.8,19.9,9,,2022-01-01T05:47:17,2022-01-01T18:36:15,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-02,23,19.7,21,23,19.7,21,17.4,79.6,4.1,100,8.33,rain,0,0,,22.4,175.3,1013.4,62.1,10,214.9,18.5,9,,2022-01-02T05:47:51,2022-01-02T18:36:38,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-03,23.9,17.9,21.2,23.9,17.9,21.2,17.8,81.2,0.2,100,8.33,rain,0,0,,18.4,182.7,1013.4,72.1,9.3,247.9,21.3,9,,2022-01-03T05:48:24,2022-01-03T18:36:59,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"84628099999,84600099999,F8371"
lima,2022-01-04,23.9,19.5,21.5,23.9,19.5,21.5,17.8,79.7,0.3,100,4.17,rain,0,0,,20.6,180.5,1012.5,63.1,10,245.2,21.1,9,,2022-01-04T05:48:58,2022-01-04T18:37:20,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-05,23.9,18.9,21.2,23.9,18.9,21.2,17.9,81.8,1.9,100,8.33,rain,0,0,,27.5,174.3,1011.1,73.5,9.5,229.5,19.8,9,,2022-01-05T05:49:32,2022-01-05T18:37:39,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-06,24.1,18.9,21.6,24.1,18.9,21.6,18.1,80.9,0,0,0,,0,0,,29,172.7,1010.9,68.4,9.7,241,20.6,7,,2022-01-06T05:50:05,2022-01-06T18:37:58,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-07,25,19.9,22.3,25,19.9,22.3,18.2,77.8,0,0,0,,0,0,,22.2,173.3,1012.6,52.8,10,261,22.6,8,,2022-01-07T05:50:39,2022-01-07T18:38:16,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-08,24.9,20.9,22.7,24.9,20.9,22.7,18.3,76.5,0,0,0,,0,0,,23.7,167.4,1014.9,71.6,10,237.2,20.4,8,,2022-01-08T05:51:12,2022-01-08T18:38:33,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-09,25.8,21.4,23.2,25.8,21.4,23.2,18.7,76,0,0,0,,0,0,,27.3,163.2,1015.2,79.7,10,262.2,22.6,9,,2022-01-09T05:51:46,2022-01-09T18:38:49,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-10,23.9,19.9,22.2,23.9,19.9,22.2,18.7,80.8,0.4,100,4.17,rain,0,0,15.1,29.5,164.7,1014.5,72.3,9.8,216.2,18.5,8,10,2022-01-10T05:52:19,2022-01-10T18:39:04,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-11,24.1,20.9,22.2,24.1,20.9,22.2,18.5,79.7,1,100,4.17,rain,0,0,14.4,25.4,166.3,1013.7,77,10,259.3,22.3,10,10,2022-01-11T05:52:53,2022-01-11T18:39:18,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-12,24.9,21.7,22.9,24.9,21.7,22.9,18.4,75.8,0,0,0,,0,0,14.8,22.4,174.5,1014.3,85.4,10,201.5,17.3,8,10,2022-01-12T05:53:26,2022-01-12T18:39:31,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-13,25,21.9,23,25,21.9,23,19.2,79.2,0,0,0,,0,0,12.6,20.6,173.2,1013.8,89.6,9.9,210,18.4,9,10,2022-01-13T05:53:58,2022-01-13T18:39:43,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-14,25.9,21.8,23.4,25.9,21.8,23.4,19.1,76.8,2.3,100,4.17,rain,0,0,10.8,25.8,170.4,1014.7,75.7,10,220.9,19.2,9,10,2022-01-14T05:54:31,2022-01-14T18:39:54,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-15,26.9,21.5,23.7,27.9,21.5,23.8,19.1,76.2,0.2,100,4.17,rain,0,0,9.4,18.2,190.4,1014.6,75.4,10,250.3,21.5,9,10,2022-01-15T05:55:03,2022-01-15T18:40:04,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-16,25.9,20.9,23.1,25.9,20.9,23.1,19,78.2,0.4,100,12.5,rain,0,0,13.7,27.5,167.7,1013.8,62,9.9,244.3,21.1,9,10,2022-01-16T05:55:35,2022-01-16T18:40:13,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-17,26,21.4,23,26,21.4,23,19.1,78.6,3,100,8.33,rain,0,0,13,24.1,171.3,1012.6,45.8,9.8,276.1,23.7,8,10,2022-01-17T05:56:07,2022-01-17T18:40:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-18,25,21,23,25,21,23,19.1,78.4,1.1,100,8.33,rain,0,0,13.7,20.6,204.9,1012.5,56.1,9.8,262.8,22.7,8,10,2022-01-18T05:56:38,2022-01-18T18:40:28,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-19,26.9,20.9,23.3,27.9,20.9,23.3,18.3,74,0,0,0,,0,0,19.4,25.4,176.7,1012.2,61.6,10,251,21.7,8,10,2022-01-19T05:57:09,2022-01-19T18:40:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-20,23,19.7,21.5,23,19.7,21.5,18.2,81.5,0,0,0,rain,0,0,13,33,172.2,1011.7,72.9,9.3,232.9,19.9,8,10,2022-01-20T05:57:40,2022-01-20T18:40:39,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-21,24.3,18.9,21.2,24.3,18.9,21.2,18.1,82.6,10.2,100,4.17,rain,0,0,10.8,27.2,175,1011.5,61.7,9.4,235.1,20.4,8,10,2022-01-21T05:58:10,2022-01-21T18:40:42,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-22,24.9,19.5,21.7,24.9,19.5,21.7,18,80.1,0.2,100,4.17,rain,0,0,10.8,22,185.1,1012,60.3,9,259.5,22.4,8,10,2022-01-22T05:58:40,2022-01-22T18:40:45,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-23,26.2,18.4,22.1,26.2,18.4,22.1,18.2,79.2,0.1,100,4.17,rain,0,0,10.8,18.2,197,1011.9,44.1,9.3,256.8,22.3,8,10,2022-01-23T05:59:09,2022-01-23T18:40:46,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-24,24.9,19.5,21.6,24.9,19.5,21.6,18,80.2,0,0,0,,0,0,15.1,23.7,190.4,1011.3,55.2,9.7,210.5,18.3,8,10,2022-01-24T05:59:38,2022-01-24T18:40:47,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-25,25.3,19.4,22.2,25.3,19.4,22.2,17.7,76.1,0,0,0,,0,0,13.3,29.1,181,1011.6,62.8,10,254.4,21.9,8,10,2022-01-25T06:00:06,2022-01-25T18:40:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-01-26,24.9,19.9,22.1,24.9,19.9,22.1,17.7,76,3.6,100,8.33,rain,0,0,12.2,25.4,169.3,1013.1,72.3,10,236.8,20.4,8,10,2022-01-26T06:00:34,2022-01-26T18:40:44,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-27,23.1,18.9,21.3,23.1,18.9,21.3,17.1,77,1.9,100,8.33,rain,0,0,13.7,34.6,166.4,1012.7,58.8,9.5,244.1,21.1,8,10,2022-01-27T06:01:02,2022-01-27T18:40:42,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-28,23.9,12.2,21.1,23.9,12.2,21.1,16.5,73.9,0.2,100,8.33,rain,0,0,13.7,29.1,166.7,1013.9,68,10.5,206.3,17.7,8,10,2022-01-28T06:01:28,2022-01-28T18:40:38,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-29,24.8,19.7,21.9,24.8,19.7,21.9,16.6,72.5,0.2,100,8.33,rain,0,0,13.3,22.2,170.7,1014,67.7,10,248.4,21.4,8,10,2022-01-29T06:01:55,2022-01-29T18:40:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-30,22.9,19.5,20.9,22.9,19.5,20.9,17.6,81.6,0.6,100,12.5,rain,0,0,12.2,14.5,177.8,1014.3,90.8,10,98.6,8.5,4,10,2022-01-30T06:02:20,2022-01-30T18:40:27,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-01-31,25.4,18.9,21.9,25.4,18.9,21.9,17.7,77.5,0.1,100,4.17,rain,0,0,12.6,22,175.8,1013.3,52,10,245.1,21.2,8,10,2022-01-31T06:02:45,2022-01-31T18:40:19,1,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-01,24.9,19.9,22.3,24.9,19.9,22.3,17.6,75.4,0,0,0,,0,0,13,27.3,171.4,1012.9,77.7,10,235.4,20.4,8,10,2022-02-01T06:03:10,2022-02-01T18:40:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-02-02,24.9,19.7,21.9,24.9,19.7,21.9,17,74.1,0,0,0,,0,0,15.1,24.1,172,1012.1,26.9,10,240.2,20.8,8,10,2022-02-02T06:03:34,2022-02-02T18:40:02,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-02-03,24.9,19.5,21.9,24.9,19.5,21.9,17.5,76.7,1.5,100,8.33,rain,0,0,14.4,23.7,174.4,1012.6,59.2,10,276.5,23.9,9,10,2022-02-03T06:03:57,2022-02-03T18:39:52,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-04,25.4,19.2,21.9,25.4,19.2,21.9,17.1,74.5,0.6,100,8.33,rain,0,0,11.5,27.2,178.6,1013.5,51.1,10,265.8,23,8,10,2022-02-04T06:04:20,2022-02-04T18:39:40,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"84628099999,84600099999,F8371"
lima,2022-02-05,24.9,18.7,20.9,24.9,18.7,20.9,17.2,79.4,0,0,0,,0,0,11.5,16.3,200.9,1013.4,58.8,9.5,356.7,30.8,10,10,2022-02-05T06:04:42,2022-02-05T18:39:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-02-06,24.9,19.4,21.5,24.9,19.4,21.5,17,75.8,1.2,100,4.17,rain,0,0,9.4,14.9,199.6,1013,75.1,10,235.9,20.3,8,10,2022-02-06T06:05:03,2022-02-06T18:39:15,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-07,24,18.9,21.6,24,18.9,21.6,17.1,76.2,0.5,100,8.33,rain,0,0,13.3,20.3,184.3,1013,79.2,10,251.8,21.8,7,10,2022-02-07T06:05:24,2022-02-07T18:39:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-08,23.9,18.9,21,23.9,18.9,21,17.3,79.2,2.5,100,8.33,rain,0,0,8.6,16.7,279.6,1013,51.1,9.9,262.8,22.6,8,10,2022-02-08T06:05:44,2022-02-08T18:38:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-09,23.9,19.5,21.3,23.9,19.5,21.3,17.8,80.7,0.2,100,4.17,rain,0,0,10.8,16.6,284.3,1012.7,77.3,10,215.8,18.9,8,10,2022-02-09T06:06:04,2022-02-09T18:38:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-10,24.4,20.1,22.2,24.4,20.1,22.2,17.8,76.6,0.9,100,4.17,rain,0,0,8.6,18.4,215.3,1012.2,81.9,9.8,220.3,19.4,10,10,2022-02-10T06:06:23,2022-02-10T18:38:11,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-11,25,17.7,22,25,17.7,22,17.5,74.6,5.8,100,20.83,rain,0,0,11.9,23.7,178.7,1011.1,62.5,10.6,222.7,19.4,9,10,2022-02-11T06:06:41,2022-02-11T18:37:53,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-02-12,26,19.9,22.3,26,19.9,22.3,17.2,73.2,1,100,8.33,rain,0,0,11.5,28.7,186.6,1011.3,78.6,10,248,21.6,8,10,2022-02-12T06:06:59,2022-02-12T18:37:34,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"84628099999,84600099999,F8371"
lima,2022-02-13,25.9,19.9,22.3,25.9,19.9,22.3,17.6,75.4,0,0,0,,0,0,13.3,22.2,182.5,1012,46.2,10,246.8,21.3,8,10,2022-02-13T06:07:16,2022-02-13T18:37:14,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-02-14,25,19.7,21.8,25,19.7,21.8,17.5,76.5,0.1,100,4.17,rain,0,0,14,16.3,186.4,1012.8,56.6,10,226.4,19.4,8,10,2022-02-14T06:07:32,2022-02-14T18:36:53,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-15,26,18.9,22,26,18.9,22,17.6,76.9,0.1,100,4.17,rain,0,0,14.8,22.3,185.5,1012.7,50.2,9.8,230.1,19.9,8,10,2022-02-15T06:07:48,2022-02-15T18:36:32,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-16,24.9,19.4,21.6,24.9,19.4,21.6,17.3,76.9,2.5,100,12.5,rain,0,0,11.2,20.2,178.1,1012.8,65.7,10,215.8,18.8,8,10,2022-02-16T06:08:04,2022-02-16T18:36:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-17,23.9,18.9,20.8,23.9,18.9,20.8,17.4,80.7,1.7,100,16.67,rain,0,0,10.4,22,180.7,1012.3,74.4,9.4,195.3,17.1,8,10,2022-02-17T06:08:18,2022-02-17T18:35:46,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-02-18,23.1,17.8,20.3,23.1,17.8,20.3,17.7,84.8,1.2,100,12.5,rain,0,0,9,14.6,251.8,1012,69.2,8.5,215.7,18.7,8,10,2022-02-18T06:08:32,2022-02-18T18:35:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-19,25.9,18.5,21.6,25.9,18.5,21.6,17.9,79.9,0.7,100,12.5,rain,0,0,13.7,16.3,205,1012.5,70.8,9.1,219.4,18.9,9,10,2022-02-19T06:08:46,2022-02-19T18:34:56,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-02-20,23,19.5,20.9,23,19.5,20.9,18.1,83.8,0.4,100,4.17,rain,0,0,9.7,25.5,173.9,1011.7,71.3,9.7,243.6,21.3,8,10,2022-02-20T06:08:59,2022-02-20T18:34:31,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-21,25.8,19.9,22.1,25.8,19.9,22.1,18.8,82.3,0.2,100,8.33,rain,0,0,9.4,14.6,183.1,1012.4,87.5,9.1,133.4,11.6,5,10,2022-02-21T06:09:11,2022-02-21T18:34:04,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-22,26.8,20.9,23.2,27.7,20.9,23.3,18.3,74,0.3,100,8.33,rain,0,0,14,14.6,203.2,1012.6,84.8,10,134.6,11.5,6,10,2022-02-22T06:09:23,2022-02-22T18:33:37,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"84628099999,84600099999,F8371"
lima,2022-02-23,26.4,19.9,22.4,26.4,19.9,22.4,18.1,77,0.3,100,4.17,rain,0,0,13.7,29,173.3,1012.7,67.4,9.5,252.6,21.7,8,10,2022-02-23T06:09:34,2022-02-23T18:33:09,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-24,24.9,19.5,21.4,24.9,19.5,21.4,18.1,81.9,0.1,100,4.17,rain,0,0,10.1,27.2,178.9,1012.5,62.8,8.4,210.9,18.3,8,10,2022-02-24T06:09:45,2022-02-24T18:32:40,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-02-25,24.4,18.9,21,24.4,18.9,21,17.8,82.2,2.8,100,16.67,rain,0,0,10.4,22.2,178.8,1013.1,84.2,9.2,221,19.2,8,10,2022-02-25T06:09:56,2022-02-25T18:32:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-02-26,22.9,18.4,20.6,22.9,18.4,20.6,17.7,83.6,1.8,100,16.67,rain,0,0,9.4,21.9,184.4,1013.6,86.5,8.9,235.9,20.7,9,10,2022-02-26T06:10:05,2022-02-26T18:31:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-02-27,24.9,18.5,20.9,24.9,18.5,20.9,18.1,84.3,0.5,100,8.33,rain,0,0,9.7,29,174,1012.9,64.6,7.8,232.5,20.2,8,10,2022-02-27T06:10:15,2022-02-27T18:31:10,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"84628099999,84600099999,F8371"
lima,2022-02-28,23.9,18.9,21,23.9,18.9,21,18.1,83.6,5.4,100,12.5,rain,0,0,11.9,21.9,176.5,1012.8,73.9,8.8,223.5,19.5,8,10,2022-02-28T06:10:23,2022-02-28T18:30:39,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-01,24.8,18.9,21.3,24.8,18.9,21.3,17.8,81,1,100,16.67,rain,0,0,11.5,18,175.3,1012.5,84,9.9,200.5,16.6,8,10,2022-03-01T06:10:32,2022-03-01T18:30:08,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-03-02,24.9,17.9,21.2,24.9,17.9,21.2,17.5,79.6,0.1,100,4.17,rain,0,0,8.6,16.3,215.7,1012.4,75.6,9.5,275.4,23,9,10,2022-03-02T06:10:40,2022-03-02T18:29:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-03,26.9,19.9,22.7,27.8,19.9,22.7,17.5,73.1,2,100,4.17,rain,0,0,7.2,20.3,191,1012.8,75.8,10,259.5,21.4,9,10,2022-03-03T06:10:47,2022-03-03T18:29:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-04,28.8,20.9,23.7,29,20.9,23.8,17.6,69.8,1.4,100,8.33,rain,0,0,10.8,21.9,182,1013.1,68.6,9.5,222.3,18.4,8,10,2022-03-04T06:10:54,2022-03-04T18:28:29,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-05,25,19.9,21.7,25,19.9,21.7,18.8,83.6,0.1,100,4.17,rain,0,0,11.5,25.4,168.1,1012.4,78.2,9.8,258.6,21.3,8,10,2022-03-05T06:11:01,2022-03-05T18:27:56,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-06,26.8,21.4,23.3,28,21.4,23.3,19.3,78.6,0.7,100,8.33,rain,0,0,7.9,18.1,176.2,1011.9,72.7,9.9,245.3,20.2,9,10,2022-03-06T06:11:07,2022-03-06T18:27:21,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-07,27.9,20.9,23.1,28.7,20.9,23.2,19.1,78.9,2.6,100,16.67,rain,0,0,8.3,14.7,204.1,1012,77.4,9.8,146.6,12.2,7,10,2022-03-07T06:11:13,2022-03-07T18:26:47,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-08,28.8,21.7,24.3,29.6,21.7,24.4,18.8,72.4,0.4,100,12.5,rain,0,0,10.4,21.9,178.3,1012.3,81.5,9.7,259,22.5,10,10,2022-03-08T06:11:18,2022-03-08T18:26:12,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-09,24.7,20,21.7,24.7,20,21.7,18.8,83.9,1,100,16.67,rain,0,0,13,20.1,177.4,1011.9,73.4,9.5,176.8,15.4,8,10,2022-03-09T06:11:23,2022-03-09T18:25:36,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-03-10,23.9,18.9,20.9,23.9,18.9,20.9,18.4,85.6,0.6,100,16.67,rain,0,0,13,20.1,184.6,1011.4,62.9,7.7,313.8,27,10,10,2022-03-10T06:11:28,2022-03-10T18:25:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-03-11,24.3,18.9,21.5,24.3,18.9,21.5,18.2,81.9,4.3,100,12.5,rain,0,0,8.6,16.3,191.1,1011.4,65.5,9.1,234,20.2,8,10,2022-03-11T06:11:33,2022-03-11T18:24:24,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-12,23.9,19.7,21.6,23.9,19.7,21.6,18,80.3,0.7,100,16.67,rain,0,0,10.4,18.4,177.5,1012.2,63.2,10,258.8,22.2,9,10,2022-03-12T06:11:37,2022-03-12T18:23:48,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-13,24.9,19.9,21.7,24.9,19.9,21.7,18,79.9,1.8,100,16.67,rain,0,0,10.8,20.1,171.9,1012.8,87.5,9.8,155.1,13.4,6,10,2022-03-13T06:11:41,2022-03-13T18:23:11,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"84628099999,84600099999,F8371"
lima,2022-03-14,25.8,19.7,22.2,25.8,19.7,22.2,17.9,76.9,0.1,100,4.17,rain,0,0,10.4,18.1,175.2,1012.9,64.9,10,259.5,22.5,8,10,2022-03-14T06:11:45,2022-03-14T18:22:34,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,84600099999,F8371"
lima,2022-03-15,26.9,19.9,23.2,27.6,19.9,23.3,17.6,71.4,0,0,0,,0,0,14,22.2,170.1,1012.2,42.5,10,235.5,20.2,8,10,2022-03-15T06:11:48,2022-03-15T18:21:57,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-03-16,25.9,19.9,22.3,25.9,19.9,22.3,17.9,76.5,0,0,0,,0,0,14.8,20.4,177.6,1012.3,42.3,10,247.6,21.5,8,10,2022-03-16T06:11:52,2022-03-16T18:21:20,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-03-17,24.3,12.7,20.2,24.3,12.7,20.2,17.6,83.4,0,0,0,,0,0,14,16.7,186.8,1011.9,55.5,8.2,312.4,26.9,10,10,2022-03-17T06:11:55,2022-03-17T18:20:42,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"84628099999,84600099999,F8371"
lima,2022-03-18,22.9,16.9,19.2,22.9,16.9,19.2,17.2,88,0,0,0,,0,0,11.2,14.6,242.1,1012,62.2,5.5,324.2,28,10,10,2022-03-18T06:11:57,2022-03-18T18:20:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"84628099999,84600099999"
